stratum,access_class,doi,work_id,year,venue,detail,title
descriptive_residual,oa_but_blocked,10.1002/psp.70158,W4416383057,2025,Population Space and Place,not_pdf_html_paywall,"Changing Fertility Patterns in Poland: Urban, Suburban, and Rural Dimensions"
descriptive_residual,oa_but_blocked,10.1017/s0021932025100424,W4414448002,2025,Journal of Biosocial Science,not_pdf_html_paywall,Composition and structure of women’s family and personal networks in Ouagadougou: what are the effects on current fertil
descriptive_residual,oa_but_blocked,10.1007/s12546-025-09369-y,W4408224057,2025,Journal of Population Research,not_pdf_html_paywall,Effects of diffusion and education on women’s fertility in India
descriptive_residual,oa_but_blocked,10.1093/pnasnexus/pgaf113,W4409151237,2025,PNAS Nexus,"not_pdf_html_paywall,empty_or_tiny",Female friendship and the cultural transmission of low-fertility values: Evidence from rural Poland
descriptive_residual,oa_but_blocked,10.1186/s12889-025-23473-x,W4411967836,2025,BMC Public Health,"not_pdf_html_paywall,empty_or_tiny",Influence of social networks on women’s contraceptive decision-making and action: a qualitative study in two districts i
descriptive_residual,oa_but_blocked,10.1002/psp.70031,W4410069628,2025,Population Space and Place,"not_pdf_html_paywall,empty_or_tiny",The Diffusion of Late Fertility Across European Regions (2006–2018)
descriptive_residual,oa_but_blocked,10.1016/j.socscimed.2024.117159,W4401391594,2024,Social Science & Medicine,not_pdf_html_paywall,Social capital mediates knowledge gaps in informing sexual and reproductive health behaviours across Africa
descriptive_residual,oa_but_blocked,10.5463/thesis.322,W4390646468,2024,,not_pdf_html_paywall,Contraceptive use and method choice among young people in sub-Saharan Africa
descriptive_residual,oa_but_blocked,10.1098/rsos.230988,W4390009316,2023,Royal Society Open Science,"not_pdf_html_paywall,empty_or_tiny",A data-driven approach shows that individuals' characteristics are more important than their networks in predicting fert
descriptive_residual,oa_but_blocked,10.1016/j.ssmph.2022.101203,W4291824651,2022,SSM - Population Health,"not_pdf_html_paywall,empty_or_tiny",Characterizing Nigerien men's social networks and their influence on family planning-related attitudes and behaviors
descriptive_residual,oa_but_blocked,10.1186/s12978-022-01331-y,W4225784187,2022,Reproductive Health,"not_pdf_html_paywall,curl_error:56,empty_or_tiny",Perceptions of peer contraceptive use and its influence on contraceptive method use and choice among young women and men
descriptive_residual,oa_but_blocked,10.1007/978-3-031-11840-1_4,W4294343530,2022,SpringerBriefs in population studies,not_pdf_html_paywall,Socio-Economic Determinants of Fertility
descriptive_residual,oa_but_blocked,10.1186/s12889-022-12681-4,W4223431367,2022,BMC Public Health,"not_pdf_html_paywall,empty_or_tiny",The power of women’s and men’s Social Networks to catalyse normative and behavioural change: evaluation of an interventi
descriptive_residual,oa_but_blocked,10.1111/sifp.12174,W3201662518,2021,Studies in Family Planning,"not_pdf_html_paywall,empty_or_tiny","Contraceptive Conversations among Adolescent Girls and Young Women and Their Partners, Peers, and Older Female Family Me"
descriptive_residual,oa_but_blocked,10.3390/socsci10050177,W3160196352,2021,Social Sciences,"not_pdf_html_paywall,empty_or_tiny",Do Data from Large Personal Networks Support Cultural Evolutionary Ideas about Kin and Fertility?
descriptive_residual,oa_but_blocked,10.1080/17441692.2021.1933125,W3164691754,2021,Global Public Health,"not_pdf_html_paywall,empty_or_tiny","Men’s social networks, social norms, & family planning in Benin"
descriptive_residual,oa_but_blocked,10.2478/jos-2021-0028,W3080257843,2021,Journal of Official Statistics,not_pdf_html_paywall,Spatio-Temporal Patterns in Portuguese Regional Fertility Rates: A Bayesian Approach for Spatial Clustering of Curves
descriptive_residual,oa_but_blocked,10.34023/2313-6383-2021-28-5-39-48,W3208307790,2021,Вопросы статистики,curl_error:28,Statistical Estimates of the Decline of the Russian Fertility: Regional Specifcs
descriptive_residual,oa_but_blocked,10.1186/s12889-021-10180-6,W3121771074,2021,BMC Public Health,"not_pdf_html_paywall,empty_or_tiny",The association between men’s family planning networks and contraceptive use among their female partners: an egocentric 
descriptive_residual,oa_but_blocked,10.1186/s41118-021-00131-9,W3199999619,2021,Genus,not_pdf_html_paywall,The spatial diffusion of fertility decline in Egypt (1950–2006)
descriptive_residual,oa_but_blocked,10.1093/emph/eoaa029,W3046518775,2020,Evolution Medicine and Public Health,"not_pdf_html_paywall,empty_or_tiny",Adoption of outgroup norms provides evidence for social transmission in perinatal care practices among rural Namibian wo
descriptive_residual,oa_but_blocked,10.1007/s10680-020-09569-7,W3034430116,2020,European Journal of Population / Revue européenne de Démographie,"not_pdf_html_paywall,empty_or_tiny",Analysis of Latin American Fertility in Terms of Probable Social Classes
descriptive_residual,oa_but_blocked,10.36004/nier.es.2020.1-10,W3123041465,2020,Economie şi Sociologie,not_pdf_html_paywall,DEMOGRAPHIC TRANSITION AT THE REGIONAL LEVEL IN CZECH LANDS
descriptive_residual,oa_but_blocked,10.1111/jomf.12668,W3009068771,2020,Journal of Marriage and the Family,not_pdf_html_paywall,Exploring the Mechanisms Through Which Social Ties Affect Fertility Decisions in Turkey
descriptive_residual,oa_but_blocked,10.1080/17441692.2020.1836245,W3093557303,2020,Global Public Health,"not_pdf_html_paywall,empty_or_tiny","Social network and social normative characteristics of married female adolescents in Dosso, Niger: Associations with mod"
descriptive_residual,oa_but_blocked,10.1080/1081602x.2020.1712661,W3000307890,2020,The History of the Family,not_pdf_html_paywall,Socio-economic status and fertility in an urban context at the end of the nineteenth century: a linked records study fro
descriptive_residual,oa_but_blocked,10.3917/adh.138.0083,W3021270726,2020,Annales de Démographie Historique,"curl_error:28,empty_or_tiny","Spatial diffusion of fertility decline in northern Sweden, 1850-1950"
descriptive_residual,oa_but_blocked,10.17615/dqta-x545,W2948981770,2019,Carolina Digital Repository (University of North Carolina at Chapel Hill),not_pdf_html_paywall,Contraceptive Use in Cambodia: A Multi-Method Examination of Determinants and Barriers to Modern Contraception
descriptive_residual,oa_but_blocked,10.51964/hlcs9335,W2892393343,2018,Historical Life Course Studies,"curl_error:28,not_pdf_html_paywall","Membership in and Presence of Voluntary Organisations during the Swedish Fertility Transition, 1880-1949"
descriptive_residual,oa_but_blocked,10.3917/adh.132.0111,W2572014233,2017,Annales de Démographie Historique,empty_or_tiny,Reproductive Change in Transitional Italy: More Insights from the Italian Fertility Survey of 1961
descriptive_residual,oa_but_blocked,10.1080/00324728.2017.1304565,W2608768094,2017,Population Studies,"not_pdf_html_paywall,empty_or_tiny","The demography of words: The global decline in non-numeric fertility preferences, 1993–2011"
descriptive_residual,oa_but_blocked,10.31235/osf.io/cxk3s,W2950477795,2017,,not_pdf_html_paywall,Cross-friend effects on entry into marriage and parenthood: A multiprocess approach
descriptive_residual,oa_but_blocked,10.1111/ecoj.12431,W2523296858,2016,The Economic Journal,empty_or_tiny,Contraception and the Demographic Transition
descriptive_residual,oa_but_blocked,10.1186/s12889-016-3839-6,W2556645551,2016,BMC Public Health,"not_pdf_html_paywall,empty_or_tiny",Social norms and family planning decisions in South Sudan
descriptive_residual,oa_but_blocked,10.1080/20780389.2015.1109441,W2302030527,2016,Economic History of Developing Regions,not_pdf_html_paywall,"The Interplay of Family Systems, Social Networks and Fertility in Europe Cohorts Born Between 1920 and 1960"
descriptive_residual,oa_but_blocked,10.1002/psp.1998,W2132619058,2015,Population Space and Place,not_pdf_html_paywall,Changing Determinants of Low Fertility and Diffusion: a Spatial Analysis for Italy
descriptive_residual,oa_but_blocked,10.1186/s12889-015-2216-1,W1903772655,2015,BMC Public Health,"not_pdf_html_paywall,empty_or_tiny",Impact of male partner’s awareness and support for contraceptives on female intent to use contraceptives in southeast Ni
descriptive_residual,oa_but_blocked,10.1002/psp.1987,W2116083966,2015,Population Space and Place,not_pdf_html_paywall,Is It Who You Are or Where You Live? Community Effects on Net Fertility at the Onset of Fertility Decline: A Multilevel 
descriptive_residual,oa_but_blocked,10.1098/rspb.2015.0398,W2166077313,2015,Proceedings of the Royal Society B Biological Sciences,"not_pdf_html_paywall,empty_or_tiny",Social network- and community-level influences on contraceptive use: evidence from rural Poland
descriptive_residual,oa_but_blocked,10.3917/adh.126.0081,W1906527712,2014,Annales de Démographie Historique,"not_pdf_html_paywall,empty_or_tiny",La fécondité en banlieue parisienne dans la seconde moitié du xix e siècle
descriptive_residual,oa_but_blocked,10.1363/46e1814,W1965259770,2014,Perspectives on Sexual and Reproductive Health,"not_pdf_html_paywall,empty_or_tiny",Women's Social Communication About IUDs : A Qualitative Analysis
descriptive_residual,oa_but_blocked,10.4236/aa.2013.33020,W2019097177,2013,Advances in Anthropology,empty_or_tiny,Fertility Patterns and Reproductive Behaviours in the Lutheran and Catholic Populations from Historical Poland
descriptive_residual,oa_but_blocked,,W1869683325,2013,eScholarship (California Digital Library),empty_or_tiny,Secrets and Social Influence
descriptive_residual,oa_but_blocked,10.1111/j.1728-4465.2013.00344.x,W2011562298,2013,Studies in Family Planning,"not_pdf_html_paywall,empty_or_tiny",The Influence of Neighbors' Family Size Preference on Progression to High Parity Births in Rural Nepal
descriptive_residual,oa_but_blocked,,W1695943690,2012,PubMed,not_pdf_html_paywall,"Community, social group, and individual level correlates of rural Malawian men's and women's reproductive health intenti"
descriptive_residual,oa_but_blocked,,W2500386824,2012,University of Groningen research database (University of Groningen / Centre for Information Technology),not_pdf_html_paywall,"Family, Friends and Fertility"
descriptive_residual,oa_but_blocked,,W637675151,2012,KTH Publication Database DiVA (KTH Royal Institute of Technology),curl_error:28,The Residential Effect on the Risk of Transition to Parenthood in Sweden
descriptive_residual,oa_but_blocked,10.1080/00324728.2011.579148,W1992121249,2011,Population Studies,not_pdf_html_paywall,"The effects of social capital and social pressure on the intention to have a second or third child in France, Germany, a"
descriptive_residual,oa_but_blocked,10.1007/s13524-011-0023-6,W2113560102,2011,Demography,not_pdf_html_paywall,Transition to Parenthood: The Role of Social Interaction and Endogenous Networks
descriptive_residual,oa_but_blocked,10.1080/00343401003713399,W1969491563,2010,Regional Studies,not_pdf_html_paywall,Do Neighbourhoods Have an Influence on Reproductive Intentions? Empirical Evidence from Milan
descriptive_residual,oa_but_blocked,10.1353/dem.0.0113,W2001666071,2010,Demography,"not_pdf_html_paywall,empty_or_tiny",Knox meets Cox: Adapting epidemiological space-time statistics to demographic studies
descriptive_residual,oa_but_blocked,,W1859493624,2008,RePEc: Research Papers in Economics,not_pdf_html_paywall,Social Interactions and Fertility in Developing Countries
descriptive_residual,oa_but_blocked,10.1353/dem.0.0004,W1971309813,2008,Demography,"not_pdf_html_paywall,empty_or_tiny","The legacies of context: Past and present influences on contraceptive choice in Nang Rong, Thailand"
descriptive_residual,oa_but_blocked,,W1506486382,2007,eScholarship (California Digital Library),empty_or_tiny,Lessons from Empirical Network Analyses on Matters of Life and Death in East Africa
descriptive_residual,oa_but_blocked,10.12759/hsr.32.2007.2.42-67,W2284318054,2007,Social Science Open Access Repository (GESIS – Leibniz Institute for the Social Sciences),not_pdf_html_paywall,The Decline of Illegitimacy and the Control of Marital Fertility During the Demographic Transition. Testing the Innovati
descriptive_residual,oa_but_blocked,10.4000/bmsap.1843,W2336261232,2006,Bulletins et Mémoires de la Société d anthropologie de Paris,not_pdf_html_paywall,"La pratique contraceptive dans la Wilaya de Marrakech (Maroc): niveau, but, évolution et relation avec la fécondité"
descriptive_residual,oa_but_blocked,10.31390/gradschool_theses.717,W2760225427,2006,,not_pdf_html_paywall,Voluntary childlessness in the United States: recent trends by cohort and period
descriptive_residual,oa_but_blocked,10.26686/wgtn.16934737.v1,W1532859281,2005,,empty_or_tiny,"Family Planning Decision-Making at Grass Roots Level: Case Studies in West Java, Indonesia"
descriptive_residual,oa_but_blocked,10.3917/popu.303.0309,W4230799578,2003,Population,empty_or_tiny,"La fécondité des Palestiniennes à Gaza, en Cisjordanie, en Jordanie et au Liban"
descriptive_residual,oa_but_blocked,10.31899/pgy6.1070,W1484874190,2002,,not_pdf_html_paywall,Social organization and reproductive behavior in southern Ghana
descriptive_residual,oa_but_blocked,,W1552777139,2001,NORA - Norwegian Open Research Archives,not_pdf_html_paywall,The importance of education for fertility in Sub-Saharan Africa is substantially underestimated when community effects a
descriptive_residual,oa_but_blocked,10.31899/pgy6.1056,W165253017,2001,,not_pdf_html_paywall,Social networks and contraceptive dynamics in southern Ghana
descriptive_residual,oa_but_blocked,10.3112/erdkunde.2000.03.05,W2323132355,2000,Erdkunde,not_pdf_html_paywall,Approaches explaining regional differences in fertility decline in India
descriptive_residual,oa_but_blocked,10.1016/s0277-9536(99)00276-2,W2110836239,2000,Social Science & Medicine,not_pdf_html_paywall,"Social networks, ideation, and contraceptive behavior in Bangladesh: a longitudinal analysis"
descriptive_residual,oa_but_blocked,10.31899/pgy6.1043,W2741898846,2000,,not_pdf_html_paywall,"Some preconditions for fertility decline in Bengal: History, language identity, and an openness to innovations"
descriptive_residual,oa_but_blocked,,W2115861803,1998,RePEc: Research Papers in Economics,"not_pdf_html_paywall,empty_or_tiny",Regional heterogeneity and fertility behaviour in India
descriptive_residual,oa_but_blocked,10.1016/s0277-9536(96)00385-1,W2006672900,1997,Social Science & Medicine,not_pdf_html_paywall,Social network associations with contraceptive use among Cameroonian women in voluntary associations
descriptive_residual,oa_but_blocked,10.2307/2061709,W2014048998,1996,Demography,not_pdf_html_paywall,Community and contraceptive choice in rural Thailand: A case study of Nang Rong
descriptive_residual,oa_but_blocked,10.1093/sf/73.2.435,W2043792796,1994,Social Forces,not_pdf_html_paywall,Interaction Diffusion and Fertility Transition in Costa Rica
descriptive_residual,oa_but_blocked,10.2307/2061848,W2052642508,1992,Demography,not_pdf_html_paywall,"Fertility transition, conscious choice, and numeracy"
descriptive_residual,oa_but_blocked,10.1080/03585522.1983.10408010,W2091049066,1983,Scandinavian Economic History Review,not_pdf_html_paywall,Are children poor men's riches?
descriptive_residual,closed,10.1080/17441730.2026.2680865,W7163206294,2026,Asian Population Studies,closed,The role of social networks on fertility: evidence from high and low fertility states of India
descriptive_residual,closed,10.1080/17441730.2024.2434258,W4406170812,2025,Asian Population Studies,closed,Do shared history and language synchronise fertility rates between regions across countries? Evidence from India and Ban
descriptive_residual,closed,10.1002/psp.2845,W4402845385,2024,Population Space and Place,closed,Simultaneous and widespread: Colombia's fertility transition
descriptive_residual,closed,10.18356/16810333-48-113-3,W4308994596,2022,Notas de población,closed,"Análisis espacio-temporal de la evolución de los niveles de fecundidad en los municipios de México, 1970-2020"
descriptive_residual,closed,10.1142/s0217590821500120,W3140416104,2021,The Singapore Economic Review,closed,PEER EFFECTS AND FERTILITY PREFERENCES IN CHINA: EVIDENCE FROM THE CHINA LABOR-FORCE DYNAMICS SURVEY
descriptive_residual,closed,10.1080/17441730.2019.1706300,W3007959519,2020,Asian Population Studies,closed,Fertility behaviour in linguistic zones: revisiting the diffusion hypothesis in greater Bengal
descriptive_residual,closed,10.1017/9781108650465,W4211053950,2018,Cambridge University Press eBooks,closed,Birth Control and American Modernity
descriptive_residual,closed,10.1007/978-3-319-32283-4_13,W2281957139,2016,The Springer series on demographic methods and population analysis,closed,Exploring the Role of Communication in Shaping Fertility Transition Patterns in Space and Time
descriptive_residual,closed,10.1080/21620555.2016.1230011,W2564036833,2016,Chinese Sociological Review,closed,Global Interactions and Family Formation Pathways in Reform-Era Urban China
descriptive_residual,closed,10.1007/s11205-016-1431-1,W2514364848,2016,Social Indicators Research,closed,"Peers and Fertility Preferences: An Empirical Investigation of the Role of Neighbours, Religion and Education"
descriptive_residual,closed,10.1007/s12546-015-9144-x,W1175994887,2015,Journal of Population Research,closed,Does indirect exposure to international migration influence marriage and fertility in Albania?
descriptive_residual,closed,10.1002/psp.1936,W1896731727,2015,Population Space and Place,curl_error:6,"Outworking of the Second Demographic Transition: National Trends and Regional Patterns of Fertility Change in Poland, an"
descriptive_residual,closed,10.1002/ajpa.22512,W2132380241,2014,American Journal of Physical Anthropology,closed,"A synthetic biosocial model of fertility transition: Testing the relative contribution of embodied capital theory, chang"
descriptive_residual,closed,,W585204351,2014,RePEc: Research Papers in Economics,not_pdf_html_paywall,An Empirical Investigation of Peer effects on Fertility Preferences
descriptive_residual,closed,,W108787496,2014,DukeSpace (Duke University),closed,Essays on Fertility and Fertility Preferences in India
descriptive_residual,closed,10.1017/cbo9781139227193.008,W2505241159,2014,Cambridge University Press eBooks,closed,"Social Networks, Social Influence, and Fertility in Germany"
descriptive_residual,closed,10.1016/j.alcr.2013.12.001,W1983240153,2013,Advances in Life Course Research,closed,Fertility and social interaction at the workplace: Does childbearing spread among colleagues?
descriptive_residual,closed,,W79602622,2013,RePEc: Research Papers in Economics,closed,Friend and peer effects on entry into marriage and parenthood: A multiprocess approach
descriptive_residual,closed,,W2223495721,2013,ePrints Soton (University of Southampton),not_pdf_html_paywall,Sub-national differences in leaving lowest-low fertility in Italy
descriptive_residual,closed,10.1080/1081602x.2012.712209,W2083723585,2012,The History of the Family,closed,Demographic socialization and reproductive behavior in a transitional context: a macro–micro perspective
descriptive_residual,closed,10.3138/jcfs.43.3.389,W2592063892,2012,Journal of Comparative Family Studies,closed,Transformation of Partnership Formation in Eastern Europe: The Legacy of the Past Demographic Divide
descriptive_residual,closed,10.1111/j.1728-4465.2011.00270.x,W2052682815,2011,Studies in Family Planning,closed,Normative Influence and Desired Family Size among Young People in Rural Egypt
descriptive_residual,closed,,W2185140513,2011,,closed,The Influence of Individual and Neighbor Attitudes on Progression to Higher Parity Birth
descriptive_residual,closed,10.1177/1010539510370780,W2149592061,2010,Asia Pacific Journal of Public Health,closed,Contraceptive Use: Socioeconomic Correlates and Method Choices in Rural Bangladesh
descriptive_residual,closed,10.1017/s0021932010000490,W2042592527,2010,Journal of Biosocial Science,closed,"DETERMINANTS OF INDUCED ABORTION: AN ANALYSIS OF INDIVIDUAL, HOUSEHOLD AND CONTEXTUAL FACTORS IN RAJASTHAN, INDIA"
descriptive_residual,closed,10.1111/j.1728-4465.2010.00222.x,W2100497519,2010,Studies in Family Planning,closed,Effects of Rural–Urban Return Migration on Women's Family Planning and Reproductive Health Attitudes and Behavior in Rur
descriptive_residual,closed,10.1353/prv.2009.0000,W2105516209,2009,Population review,closed,Spatial Dependence and Heterogeneity in Ten Years of Fertility Decline in Brazil
descriptive_residual,closed,10.1002/ajhb.20940,W2166615904,2009,American Journal of Human Biology,closed,Kin influence on the decision to start using modern contraception: A longitudinal study from rural Gambia
descriptive_residual,closed,10.1177/0011392109342226,W2059414928,2009,Current Sociology,closed,Qualifying Social Influence on Fertility Intentions
descriptive_residual,closed,10.1007/s10680-009-9203-0,W2087586172,2009,European Journal of Population / Revue européenne de Démographie,closed,Social Interaction Effects on Fertility: Intentions and Behaviors
descriptive_residual,closed,,W2096940155,2009,,closed,The End of Lowest-low Fertility in Japan?: Spatial Analyses of the Fertility reversal after 2005
descriptive_residual,closed,10.1017/s1361491608002372,W2060849964,2008,European Review of Economic History,closed,Demand and supply factors in the fertility transition: a county-level analysis of age-specific marital fertility in Swed
descriptive_residual,closed,10.1002/psp.480,W1986910339,2008,Population Space and Place,closed,Regional fertility differences in Turkey: persistent high fertility in the southeast
descriptive_residual,closed,10.1353/prv.0.0001,W2052103415,2008,Population review,closed,"Towards Smaller Family Size in Egypt, Morocco and Turkey: Overall Change over Time or Socio-economic Compositional Effec"
descriptive_residual,closed,,W1497250829,2008,RePEc: Research Papers in Economics,not_pdf_html_paywall,When Smaller Families Look Contagious: A Spatial Look At The French Fertility Decline Using An Agent-Based Simulation Mo
descriptive_residual,closed,10.1353/jda.2007.0014,W2017811894,2007,The Journal of developing areas,closed,"Economics, Geography, Family Planning and Rapidity of Change in the Demographic Transition: the Case of the Egyptian Muh"
descriptive_residual,closed,10.1177/2345678906292238,W2128201808,2007,Journal of Mixed Methods Research,closed,Social Influences on Fertility
descriptive_residual,closed,10.1002/psp.413,W2167817151,2006,Population Space and Place,closed,Diversity in fertility patterns in Guatemala
descriptive_residual,closed,10.1177/000312240607100206,W2108976036,2006,American Sociological Review,closed,"Infant Mortality, Social Networks, and Subsequent Fertility"
descriptive_residual,closed,10.1017/s0021932006001416,W2094489490,2006,Journal of Biosocial Science,closed,PERIOD AND COHORT DYNAMICS IN FERTILITY NORMS AT THE ONSET OF THE DEMOGRAPHIC TRANSITION IN KENYA 1978–1998
descriptive_residual,closed,10.1007/bf03031866,W2023872920,2006,Journal of Population Research,closed,Womens education and diffusion of the fertility transition: The case of Egypt 1960–1996 in 4905 administrative subdivisi
descriptive_residual,closed,10.1177/0020715205059204,W2007130504,2005,International Journal of Comparative Sociology,closed,Is the Pace of Social Change Accelerating?
descriptive_residual,closed,10.1111/j.1728-4465.2005.00070.x,W2000998703,2005,Studies in Family Planning,closed,Migration and the Diffusion of Modern Contraceptive Knowledge and Use in Rural Guatemala
descriptive_residual,closed,10.1080/10810730500228789,W2047459539,2005,Journal of Health Communication,closed,The Selection of Family Planning Discussion Partners in Nepal
descriptive_residual,closed,10.1353/dem.2005.0035,W2085495235,2005,Demography,closed,The influence of network mortality experience on nonnumeric response concerning expected family size: Evidence from a Ne
descriptive_residual,closed,10.1515/zfsoz-2004-0101,W2403791704,2004,Zeitschrift für Soziologie,closed,Der Einfluss starker Beziehungen auf die Nutzung moderner Kontrazeptiva in Kenia / The Influence of Strong Ties on the U
descriptive_residual,closed,10.1023/b:eujp.0000014572.66520.0d,W2051992571,2004,European Journal of Population / Revue européenne de Démographie,closed,Diffusion Effects in the European Fertility Transition: Historical Evidence from Within a Belgian Town (1846–1910)
descriptive_residual,closed,10.1111/j.0039-3665.2004.00031.x,W2088257963,2004,Studies in Family Planning,closed,How Family Planning Ideas Are Spread Within Social Groups in Rural Malawi
descriptive_residual,closed,10.1363/ifpp.29.058.03,W2064650628,2003,PubMed,closed,Women's networks and the social world of fertility behavior.
